label,youtube_id,time_start,time_end,split,is_cc
"dunking basketball",C1ca8mTFbps,24,34,train,0
"dunking basketball",C2CzmVOmxf0,6,16,train,0
"dunking basketball",C3i6W6I9N2Q,1,11,train,0
"dunking basketball",C43WsajcirI,2,12,train,0
"dunking basketball",C6IpTN6GsJc,71,81,train,0
"dunking basketball",c6zorkpoNlQ,101,111,train,0
"dunking basketball",c8GDFgXjRCI,19,29,train,0
"dunking basketball",cAg9oH18Oqo,0,10,train,0
"dunking basketball",caLDKTF0e2k,3,13,train,0
"dunking basketball",ccnrEeNbjgo,13,23,train,0
"dunking basketball",ce2mbp2dtQU,3,13,train,0
"dunking basketball",cEb_ZDTwz1U,0,10,train,0
"dunking basketball",cg-Ho2DxF0o,0,10,train,0
"dunking basketball",CIk8uK20y7M,130,140,train,0
"dunking basketball",cIVw79SX0PM,3,13,train,0
"dunking basketball",ck0rQbyXyMw,2,12,train,0
"dunking basketball",ckKXfuYL3Ag,18,28,train,1
"dunking basketball",cLEStK6Yhl4,4,14,train,0
"dunking basketball",cLqbRkV07Og,3,13,train,0
"dunking basketball",cmAJkpscQ54,31,41,train,0
"dunking basketball",cmrG07CURj4,19,29,train,0
"dunking basketball",CMtZKOB8cDA,14,24,train,0
"dunking basketball",cn47ln5bkKw,2,12,train,0
"dunking basketball",cNxW6a1i0xc,4,14,train,0
"dunking basketball",CNYmnDucg2Y,37,47,train,0
"dunking basketball",COFLND6H3Iw,52,62,train,0
"dunking basketball",CqSbVJiNdP4,23,33,train,0
"dunking basketball",CT8PlyofagY,1,11,train,0
"dunking basketball",Cw_ibrqFrOk,58,68,train,0
"dunking basketball",CyPgCahTh4E,14,24,train,0
"dunking basketball",czdqtie3QWA,1,11,train,0
"dunking basketball",c_yb1LpyM4g,5,15,train,0
"dunking basketball",d0_5NgpS_FU,125,135,train,0
"dunking basketball",d2aZyZEtT6w,3,13,train,0
"dunking basketball",d31hS39I8HE,84,94,train,0
"dunking basketball",D65y-M9ayGc,28,38,train,0
"dunking basketball",D6xJ5aP4juk,3,13,train,0
"dunking basketball",d6xQySA2IEA,1,11,train,0
"dunking basketball",dAIBZTQ8_Jg,24,34,train,0
"dunking basketball",Db6z599vxF8,65,75,train,0
"dunking basketball",dBGYvWVKjN8,0,10,train,0
"dunking basketball",dBXFUR7KMsQ,6,16,train,0
"dunking basketball",ddN9j_Vl3tY,13,23,train,0
"dunking basketball",DfH2dUx1rys,2,12,train,0
"dunking basketball",DGgvYRksFnw,1,11,train,0
"dunking basketball",dMws2huSDc4,1,11,train,0
"dunking basketball",do-KfHw1ykM,14,24,train,0
"dunking basketball",Do_W-tz-PTI,8,18,train,0
"dunking basketball",Ds74IT3zPaw,24,34,train,0
"dunking basketball",dScls45dDsw,0,10,train,0
"dunking basketball",DyBFIKpwBgQ,41,51,train,0
"dunking basketball",Dz2t3901vow,2,12,train,0
"dunking basketball",e16vqvjSHx4,65,75,train,0
"dunking basketball",E3GUrpohq7c,2,12,train,0
"dunking basketball",e4BqVTPlRi8,24,34,train,0
"dunking basketball",E5mYCPJFEEI,1,11,train,0
"dunking basketball",E6K7h-WqL3w,90,100,train,0
"dunking basketball",e77p7_liLEI,92,102,train,0
"dunking basketball",EaaPXstt76M,62,72,train,0
"dunking basketball",ealFxtjMt6Q,7,17,train,0
"dunking basketball",eAudO48zoaw,6,16,train,0
"dunking basketball",eawwsNDKYiU,2,12,train,0
"dunking basketball",EbJtmb_RFAA,17,27,train,0
"dunking basketball",eC63VptH8bM,8,18,train,0
"dunking basketball",EcD82LZfUNc,37,47,train,0
"dunking basketball",eCnd2JDWNXo,6,16,train,0
"dunking basketball",EDgqkzt_CxY,13,23,train,0
"dunking basketball",EeazzQts1iw,160,170,train,0
"dunking basketball",EEjk4_mbWNM,29,39,train,0
"dunking basketball",efJM9lRezTE,111,121,train,0
"dunking basketball",ehFwnJtLDAs,147,157,train,0
"dunking basketball",eI8FBSq7zug,9,19,train,0
"dunking basketball",El1elFFWyqo,7,17,train,0
"dunking basketball",emWrXdqi6xE,17,27,train,0
"dunking basketball",ENlymYYSS0E,0,10,train,0
"dunking basketball",EP28xs-cpQI,0,10,train,0
"dunking basketball",EqZCY1vqEtI,1,11,train,0
"dunking basketball",eR_u7fEij6c,0,10,train,0
"dunking basketball",et8FRUtWPmk,94,104,train,0
"dunking basketball",Ex3Zz9CKWo8,24,34,train,0
"dunking basketball",EXnekMCoJnk,167,177,train,0
"dunking basketball",eXqjzPeHkto,2,12,train,0
"dunking basketball",EYBHPY-up-w,2,12,train,0
"dunking basketball",EZ-3oiXRYqs,0,10,train,0
"dunking basketball",Ez5h4TSryx8,22,32,train,0
"dunking basketball",ezAh7cN8TfE,0,10,train,0
"dunking basketball",E_C8GgCTPlg,1,11,train,0
"dunking basketball",F1bAQUUFh00,58,68,train,0
"dunking basketball",F3P3BGDkI_A,4,14,train,0
"dunking basketball",F44l2vu6qmc,12,22,train,0
"dunking basketball",F4WKY7oDjKs,193,203,train,0
"dunking basketball",F7fC294cxLw,71,81,train,0
"dunking basketball",Fa5bKpemk5Y,67,77,train,0
"dunking basketball",faiIHVxisOA,17,27,train,0
"dunking basketball",fbWO51rxKCg,56,66,train,0
"dunking basketball",FbzYMZ9Iwhs,0,10,train,0
"dunking basketball",feLHWrGaiak,1,11,train,0
"dunking basketball",fHsEmjCJJpA,17,27,train,0
"dunking basketball",fKMYgv_PDVY,23,33,train,0
"dunking basketball",fKOaTx-SjM4,1,11,train,0
"dunking basketball",FogH8Glaml0,0,10,train,0
"dunking basketball",FOlPRTXXIl4,114,124,train,0
"dunking basketball",fPA0z_4IStQ,6,16,train,0
"dunking basketball",fPPQi_CIEG0,10,20,train,0
"dunking basketball",fq8JGbu98uM,3,13,train,0
"dunking basketball",fraPna3quEE,11,21,train,0
"dunking basketball",Fv8cBEblm6c,2,12,train,0
"dunking basketball",FvM_4dDeKk4,1,11,train,0
"dunking basketball",FvXiTctq-q8,5,15,train,0
"dunking basketball",fzg2xz50gxo,1,11,train,0
"dunking basketball",G0d-uaa-wek,3,13,train,0
"dunking basketball",g2412OmYo6o,922,932,train,0
"dunking basketball",G5Qi4kxIbo0,4,14,train,0
"dunking basketball",G71ZIbT1Mtc,1,11,train,0
"dunking basketball",g98fq_B83P4,8,18,train,0
"dunking basketball",g9o04s4ZiVQ,0,10,train,0
"dunking basketball",Gb2XJyEyLk0,20,30,train,0
"dunking basketball",Gdf0RAx8tko,28,38,train,0
"dunking basketball",gdN2ik2UQlU,124,134,train,0
"dunking basketball",GiC8zPJCimU,106,116,train,0
"dunking basketball",gJBtmR-8kmQ,79,89,train,0
"dunking basketball",gk6a9EnrjPg,1,11,train,0
"dunking basketball",GkNpWcSiLwE,19,29,train,0
"dunking basketball",GllMYAeKE1w,29,39,train,0
"dunking basketball",gMCYSmr3dy8,3,13,train,0
"dunking basketball",GnSkJBiRla4,57,67,train,0
"dunking basketball",goCXol-pCyI,20,30,train,0
"dunking basketball",GosvR4mH2A0,1,11,train,0
"dunking basketball",gPG5u1soT6g,0,10,train,0
"dunking basketball",GphO-qgPh8w,32,42,train,0
"dunking basketball",GrP1ojkfRXk,5,15,train,0
"dunking basketball",grTjJL9pXbo,16,26,train,0
"dunking basketball",GSfdLSoeem8,12,22,train,0
"dunking basketball",gSHkGKmZsqg,20,30,train,0
"dunking basketball",gU1lIgFM6Kg,0,10,train,0
"dunking basketball",guaM96nrerk,2,12,train,0
"dunking basketball",guKhdPJ8k4E,132,142,train,0
"dunking basketball",Gwa04ZbwI6U,2,12,train,0
"dunking basketball",gWUZrDc1Q64,0,10,train,0
"dunking basketball",gy4hxi1_whY,0,10,train,0
"dunking basketball",gyBXghRcxZ0,52,62,train,0
"dunking basketball",GyDbOfR_-sg,6,16,train,0
"dunking basketball",gZTXqOmf4aE,1,11,train,0
"dunking basketball",g_4QYhHvUnc,0,10,train,0
"dunking basketball",H-ySTRTH4bQ,17,27,train,0
"dunking basketball",H0KSyXMfzZs,60,70,train,0
"dunking basketball",H1Z0M0wQB2o,2,12,train,0
"dunking basketball",H2xEwKed7AE,0,10,train,0
"dunking basketball",H5cq4Qw2kUs,173,183,train,0
"dunking basketball",h7Jr6QBRzSg,22,32,train,0
"dunking basketball",h7LLVEqcBeA,22,32,train,0
"dunking basketball",hamh_4EfTV0,83,93,train,0
"dunking basketball",HBezRJrCUhs,1,11,train,0
"dunking basketball",hCCXPveWl6k,2,12,train,0
"dunking basketball",hcoyb3JzluU,1,11,train,0
"dunking basketball",HCtGRagMgbs,24,34,train,0
"dunking basketball",hd0hXXuwIT4,0,10,train,0
"dunking basketball",HdCOiuTXbuA,53,63,train,0
"dunking basketball",hDIcV8bxEO0,4,14,train,0
"dunking basketball",hdnbq3AEPSY,4,14,train,0
"dunking basketball",HeATvKrPX6c,1,11,train,0
"dunking basketball",hgLEU4RUPNY,11,21,train,0
"dunking basketball",hgWwFXgkHZ0,269,279,train,0
"dunking basketball",HHAhh-_CXCo,5,15,train,0
"dunking basketball",hho-WESbzBc,81,91,train,0
"dunking basketball",hJ2TR5S2iYw,20,30,train,0
"dunking basketball",HJrSs4u3fw8,1,11,train,0
"dunking basketball",hlVLpGvlgns,144,154,train,0
"dunking basketball",hl_H_1QKUUA,16,26,train,0
"dunking basketball",HnprE9nCIbw,3,13,train,0
"dunking basketball",hp4kQK70UvA,50,60,train,0
"dunking basketball",hq1rh5MVUPI,1,11,train,0
"dunking basketball",HrlX3joCwAg,0,10,train,0
"dunking basketball",HshsJF3G8E4,20,30,train,0
"dunking basketball",HTcF0Slph1E,18,28,train,0
"dunking basketball",HwewyBSZ59o,36,46,train,0
"dunking basketball",hWnCkGRLv20,2,12,train,0
"dunking basketball",hwNh7o_ofbU,39,49,train,0
"dunking basketball",hWz8IuNFvBg,84,94,train,0
"dunking basketball",HY5NUUzz1iQ,3,13,train,0
"dunking basketball",hZ0593ln-qc,13,23,train,0
"dunking basketball",I-fziR9uqx4,0,10,train,0
"dunking basketball",I0WR0ABaoa4,1,11,train,0
"dunking basketball",I415dQ6q-ck,4,14,train,0
"dunking basketball",I42U4tNhmQU,4,14,train,0
"dunking basketball",I59Spj5q_Ng,11,21,train,0
"dunking basketball",i5t4QbcbCfA,25,35,train,0
"dunking basketball",IcTqwmR_ROI,4,14,train,0
"dunking basketball",ICzd9M3Q7Xs,16,26,train,0
"dunking basketball",ID2uywjgELQ,116,126,train,0
"dunking basketball",IewMZaswS_g,3,13,train,0
"dunking basketball",IeXgLzEzr0k,1,11,train,0
"dunking basketball",ifsLzVd_scU,0,10,train,0
"dunking basketball",IgIJQRgz_Hs,4,14,train,0
"dunking basketball",iHavkFIAVnw,0,10,train,0
"dunking basketball",ihE95-fQJps,6,16,train,0
"dunking basketball",IhlRIr7c5LA,643,653,train,0
"dunking basketball",IjUZ72PuryA,149,159,train,0
"dunking basketball",il9f5KSk-BI,33,43,train,0
"dunking basketball",ImYrJGUscds,1,11,train,0
"dunking basketball",in5Zn-a_sG0,0,10,train,0
"dunking basketball",inTssMqKuB0,31,41,train,0
"dunking basketball",IO9dgpeaark,83,93,train,0
"dunking basketball",iOml4mBaVIk,4,14,train,0
"dunking basketball",iopCcKNSGTI,2,12,train,0
"dunking basketball",IOqZct-W5J4,233,243,train,0
"dunking basketball",it7PM4wrm-E,1,11,train,0
"dunking basketball",ITy1dXtW5Po,18,28,train,1
"dunking basketball",iUu-kBHXtnU,27,37,train,0
"dunking basketball",iW-4Xt2rOA8,1,11,train,0
"dunking basketball",iWpw2SuolTg,16,26,train,0
"dunking basketball",J75F65_es_k,22,32,train,0
"dunking basketball",jb7RskjgI4w,103,113,train,0
"dunking basketball",JbcJymszzXY,1,11,train,0
"dunking basketball",JBfMebrDW7M,47,57,train,0
"dunking basketball",JbfY2bxBtew,8,18,train,0
"dunking basketball",jDAhkvkXvd8,77,87,train,0
"dunking basketball",JFvMv0Yk5CE,178,188,train,0
"dunking basketball",jGMpy9i6L8g,0,10,train,0
"dunking basketball",JH-HWsBRzMg,2,12,train,0
"dunking basketball",Jh2uZZVr5zo,8,18,train,0
"dunking basketball",JMNuokmx_cY,34,44,train,0
"dunking basketball",jOkrfcQ32kY,1,11,train,0
"dunking basketball",joYoB5icV4c,1,11,train,0
"dunking basketball",Jp145dTs7E4,16,26,train,0
"dunking basketball",JPBk9XE6jXs,14,24,train,0
"dunking basketball",JrcW3O8y4Uk,1,11,train,0
"dunking basketball",jSdCK5vAIg4,34,44,train,0
"dunking basketball",Ju9wg3WS_TY,50,60,train,0
"dunking basketball",JuOLx3WiJz0,4,14,train,0
"dunking basketball",JVAdCknB6JE,7,17,train,0
"dunking basketball",Jxy1RBfHwc0,51,61,train,0
"dunking basketball",JzQMmBqixxU,0,10,train,0
"dunking basketball",K4TeXd94X2g,3,13,train,0
"dunking basketball",K6L02AKCWLs,7,17,train,0
"dunking basketball",K74TpCbzpTM,128,138,train,0
"dunking basketball",K889VcBIW3s,4,14,train,0
"dunking basketball",k8l5BrM4qRA,50,60,train,0
"dunking basketball",kaFKP1SDHXU,124,134,train,0
"dunking basketball",KAZTBBjrnAQ,3,13,train,0
"dunking basketball",Kcl5ShnRR0Y,0,10,train,0
"dunking basketball",kd3RTJfkrpg,22,32,train,0
"dunking basketball",keiWGiOUPBM,188,198,train,0
"dunking basketball",kIb6YwPaHhw,2,12,train,0
"dunking basketball",KisId9HeE4U,108,118,train,0
"dunking basketball",kJekrU-xLdc,4,14,train,0
"dunking basketball",kkSkyv5TeLI,68,78,train,0
"dunking basketball",kkSubERKulE,6,16,train,0
"dunking basketball",KLe1bcCXm9s,5,15,train,0
"dunking basketball",KNQMuh9ep9Q,52,62,train,0
"dunking basketball",kQ3Qc6GoePo,4,14,train,0
"dunking basketball",KQa-sLeOs1g,18,28,train,1
"dunking basketball",KQe7GRkTeT8,18,28,train,0
"dunking basketball",kQoUFysVz30,23,33,train,0
"dunking basketball",kqTeg-8o8j0,44,54,train,0
"dunking basketball",kr_KX1o8Peo,2,12,train,0
"dunking basketball",kst4NGOahZI,4,14,train,0
"dunking basketball",KT8qB1tDEeg,2,12,train,0
"dunking basketball",Kuub-J5m-mU,1,11,train,0
"dunking basketball",KWy5npYMWM4,7,17,train,0
"dunking basketball",k_0NGkTJTkw,1,11,train,0
"dunking basketball",k_hCLxLgsfY,42,52,train,0
"dunking basketball",l1ABiZfezFY,10,20,train,0
"dunking basketball",L40SD5Fzcu0,43,53,train,0
"dunking basketball",L439J24Z2IY,6,16,train,0
"dunking basketball",L5nEjZOLRlA,630,640,train,0
"dunking basketball",L6KXo9l1QaE,1,11,train,0
"dunking basketball",l8f6LSiLcuI,137,147,train,0
"dunking basketball",LAA5_WA5yU8,167,177,train,0
"dunking basketball",LaFxLXv9b3Y,4,14,train,0
"dunking basketball",LbRPni4WtHA,25,35,train,0
"dunking basketball",lcd2ppmQIAE,108,118,train,0
"dunking basketball",lcYpompdmqs,3,13,train,0
"dunking basketball",LDUyLAml8OY,1523,1533,train,0
"dunking basketball",LE2HR8fQzP4,34,44,train,0
"dunking basketball",LfbGHMumxIQ,31,41,train,0
"dunking basketball",LHFlHZOB034,39,49,train,0
"dunking basketball",lhlfflaYDm4,1477,1487,train,0
"dunking basketball",Li7VDYlfvng,4,14,train,0
"dunking basketball",LIXLO_GuBt4,6,16,train,0
"dunking basketball",lJ8Ed9JRl3w,4,14,train,0
"dunking basketball",lLgVDWy675w,134,144,train,0
"dunking basketball",lnG-NFOUYUw,82,92,train,0
"dunking basketball",LNOhKMvlEZM,3,13,train,0
"dunking basketball",LNTFcQhCG20,98,108,train,0
"dunking basketball",lNtQuC_O0UE,76,86,train,0
"dunking basketball",Lp8Tg6QoiJY,8,18,train,0
"dunking basketball",lqRVXVhjWHs,48,58,train,0
"dunking basketball",lR64JPZQn_E,42,52,train,0
"dunking basketball",LS8QUlIaU5A,5,15,train,0
"dunking basketball",LSSaMaz-mRg,4,14,train,0
"dunking basketball",LuA9V2PBGDA,8,18,train,0
"dunking basketball",LvrnITojyTY,0,10,train,0
"dunking basketball",lw8QEUATNCM,1,11,train,0
"dunking basketball",Lwn6-GpsAyA,2,12,train,0
"dunking basketball",LXTXXo8K3G8,1,11,train,0
"dunking basketball",M-KA8s96TlA,101,111,train,0
"dunking basketball",m1Nj1EijwhM,23,33,train,0
"dunking basketball",M1SOYj2HNDw,1,11,train,0
"dunking basketball",M2sB3wiwZ_Y,8,18,train,0
"dunking basketball",M6uLKJQhOns,40,50,train,0
"dunking basketball",mCTL4wmbdb4,61,71,train,0
"dunking basketball",MFlr8aUhyvE,12,22,train,0
"dunking basketball",MfpMpKiGhGw,1,11,train,0
"dunking basketball",mfYoHoRYcPA,93,103,train,0
"dunking basketball",MH0hi_PhBzo,0,10,train,0
"dunking basketball",mi6ed2rx5LI,31,41,train,0
"dunking basketball",mI72X2gkVt4,1,11,train,0
"dunking basketball",mIVnELiA90M,0,10,train,0
"dunking basketball",MJaJzhXTJt4,9,19,train,0
"dunking basketball",MjdowATiZpQ,1,11,train,0
"dunking basketball",mKF9nmSms_c,76,86,train,0
"dunking basketball",mKOL17dd5kM,17,27,train,0
"dunking basketball",mkTkEmhZ2IM,4,14,train,0
"dunking basketball",mLeJE2vvz2w,2,12,train,0
"dunking basketball",mmhF0PX7NVs,24,34,train,0
"dunking basketball",Mmi_vJYwESo,3,13,train,0
"dunking basketball",moYqglwVenQ,14,24,train,0
"dunking basketball",mpdsUwIbFj0,156,166,train,0
"dunking basketball",MpjlrNbT8U8,2,12,train,0
"dunking basketball",MQoZO_06WG4,340,350,train,0
"dunking basketball",mqXAcDphV3s,45,55,train,0
"dunking basketball",MSt98wrdKYI,0,10,train,0
"dunking basketball",MswH-r7fbGI,2,12,train,0
"dunking basketball",MtX8yLYDl_g,0,10,train,0
"dunking basketball",MUoGEEsU-T4,0,10,train,0
"dunking basketball",MUyv8psiU8k,103,113,train,0
"dunking basketball",mVAjGNz8DXk,10,20,train,0
"dunking basketball",MVSqRNg234I,9,19,train,0
"dunking basketball",MW2gnN3kka0,3,13,train,0
"dunking basketball",MWdmDjMheDA,1,11,train,0
"dunking basketball",MZCYvnZIBJI,12,22,train,0
"dunking basketball",N-6NSNDTd1E,0,10,train,0
"dunking basketball",n1STv6tQdY0,2,12,train,0
"dunking basketball",N4tjgGxDEJs,1,11,train,0
"dunking basketball",n6nwja9NeCU,0,10,train,0
"dunking basketball",n6SVUWcugew,71,81,train,0
"dunking basketball",n72TCmTqbYI,88,98,train,0
"dunking basketball",NalBKpktWLw,3,13,train,0
"dunking basketball",NB1reFFx6JE,0,10,train,0
"dunking basketball",nbA7BuCgcc8,21,31,train,0
"dunking basketball",NBDaIqnLvA0,1,11,train,0
"dunking basketball",Nc9gU7LH1Qg,18,28,train,0
"dunking basketball",nCFjS-EO5bc,17,27,train,0
"dunking basketball",ncLeyrLNaRE,4,14,train,0
"dunking basketball",NdHE6_mqd-g,4,14,train,0
"dunking basketball",nhjf7VW32Iw,23,33,train,0
"dunking basketball",nJPtyaadxBs,1,11,train,0
"dunking basketball",nlIJAbPz-BI,10,20,train,0
"dunking basketball",NNu7kCFh-FM,3,13,train,0
"dunking basketball",NpedbxLXOi8,25,35,train,0
"dunking basketball",NSBXSBqTn0o,15,25,train,0
"dunking basketball",nsQY2YL9-ww,4,14,train,0
"dunking basketball",NSUNHnMNiIs,11,21,train,0
"dunking basketball",Nu3xNkk3X3g,3,13,train,0
"dunking basketball",NUWcs4K5ZfA,74,84,train,0
"dunking basketball",Nuz7_X9-M0w,52,62,train,0
"dunking basketball",nVXsm4-6y8c,2,12,train,0
"dunking basketball",NWprGfJt_CI,3,13,train,0
"dunking basketball",nycV86oSCfo,5,15,train,0
"dunking basketball",nyGLEvW4O2Q,31,41,train,0
"dunking basketball",O-XFwTA5QqU,40,50,train,0
"dunking basketball",O129bQTKdOg,6,16,train,0
"dunking basketball",o1DrX-8kk1Y,2,12,train,0
"dunking basketball",O8DrABxb1Qk,92,102,train,0
"dunking basketball",oaC9jMAifO4,1,11,train,0
"dunking basketball",Oag2w5qIkp0,17,27,train,0
"dunking basketball",oAOVUFP0LBg,4,14,train,0
"dunking basketball",oCXmZl_fsoI,1,11,train,0
"dunking basketball",ofkUTGe8ML4,1,11,train,0
"dunking basketball",OFmllXBD_z4,68,78,train,0
"dunking basketball",ohuPm4b5lG0,22,32,train,0
"dunking basketball",oimKPQ_nIoc,0,10,train,0
"dunking basketball",OLaqL-N-v44,2,12,train,0
"dunking basketball",OLX4Rpnpxvw,12,22,train,0
"dunking basketball",omIanRKKDJk,1,11,train,0
"dunking basketball",omnAn2UgQQ8,4,14,train,0
"dunking basketball",Oo5lUYu22p0,0,10,train,0
"dunking basketball",oOO3LSLBz98,2,12,train,0
"dunking basketball",OOXiSG5s0Mg,9,19,train,0
"dunking basketball",OPI_SnEhkHs,143,153,train,0
"dunking basketball",OQYOXnvLyYg,32,42,train,0
"dunking basketball",oRlS9io_H00,58,68,train,0
"dunking basketball",OrqgEcS5gNU,0,10,train,0
"dunking basketball",oSbL0ZRekTk,1,11,train,0
"dunking basketball",oTlAUhbuuB8,17,27,train,0
"dunking basketball",oU4DelVIME8,6,16,train,0
"dunking basketball",Ou9JaOUaxGo,22,32,train,0
"dunking basketball",oyBZJZdiCQk,7,17,train,0
"dunking basketball",oyCFQ7hcdNM,1,11,train,0
"dunking basketball",OySxQ1sfGBc,3,13,train,0
"dunking basketball",o_wJFjW78No,1,11,train,0
"dunking basketball",P5ZGAtqmxDQ,14,24,train,0
"dunking basketball",pBTPKyv0cw4,2,12,train,0
"dunking basketball",PCRLxjvapMA,11,21,train,0
"dunking basketball",PDKwEzcuOT0,172,182,train,0
"dunking basketball",peNYlajUjxU,13,23,train,0
"dunking basketball",PhlltZY2dw8,88,98,train,0
"dunking basketball",Pi23GNEuc7I,1,11,train,0
"dunking basketball",PICsjItwH8M,0,10,train,0
"dunking basketball",pmJd5UQ8ZsY,4,14,train,0
"dunking basketball",PnAHUNBo6u0,40,50,train,0
"dunking basketball",pngGBEMxFts,20,30,train,0
"dunking basketball",POyQHHDzaIU,57,67,train,0
"dunking basketball",PPtfervupvc,45,55,train,0
"dunking basketball",pRT7vDuaegw,0,10,train,0
"dunking basketball",pRzYoQAD_SI,2,12,train,0
"dunking basketball",ptFG_5EGCNU,47,57,train,0
"dunking basketball",pURoTBWoZRc,80,90,train,0
"dunking basketball",pUx7omCzBdg,1,11,train,0
"dunking basketball",Pw5g_eq3dlE,61,71,train,0
"dunking basketball",pwZZh1PlQ0s,34,44,train,0
"dunking basketball",pX4cpWv2ZUc,3,13,train,0
"dunking basketball",pX6ZSExY8jg,40,50,train,1
"dunking basketball",P_SrWkPKGCI,12,22,train,0
"dunking basketball",q5TBF6jHA88,2,12,train,0
"dunking basketball",q7e3Vij2TXQ,29,39,train,0
"dunking basketball",Q8kkRVJfNkM,44,54,train,0
"dunking basketball",q96YFx3jqsY,20,30,train,0
"dunking basketball",qAkmHm2uM4E,1,11,train,0
"dunking basketball",QbshWAWmQIQ,0,10,train,0
"dunking basketball",QeBjqvMybeU,43,53,train,0
"dunking basketball",QI3KKvqKnDE,80,90,train,0
"dunking basketball",QJahPQTu-Js,0,10,train,0
"dunking basketball",QL65zi_yDn0,7,17,train,0
"dunking basketball",QLBdlmMBvh8,1,11,train,0
"dunking basketball",qlwyfnohEEA,0,10,train,0
"dunking basketball",qMDrDvlEik8,7,17,train,0
"dunking basketball",QnfW15D5zOQ,20,30,train,0
"dunking basketball",QnZtjUTFAsM,0,10,train,0
"dunking basketball",QRbXd0F50zM,103,113,train,0
"dunking basketball",Qt-Yv5K5lxQ,0,10,train,0
"dunking basketball",Qtk8NPql2tE,143,153,train,0
"dunking basketball",qtkdIqn5gNc,1,11,train,0
"dunking basketball",QVbi0RrwRCE,1,11,train,0
"dunking basketball",qWJKUct1D0Q,1,11,train,0
"dunking basketball",qXuz_6nXgZ0,1,11,train,0
"dunking basketball",qxXoxPU242o,0,10,train,0
"dunking basketball",QxyKUxc7lQs,4,14,train,0
"dunking basketball",QZ6b-ZzwvTE,0,10,train,0
"dunking basketball",Qz7hJlynWZI,4,14,train,0
"dunking basketball",qZUka2H-eqU,4,14,train,0
"dunking basketball",R-j93TQaxoQ,14,24,train,0
"dunking basketball",R1rUSB6I3yQ,2,12,train,0
"dunking basketball",r6xkC_ipi_I,147,157,train,0
"dunking basketball",R7u6VfqXRFo,9,19,train,0
"dunking basketball",R8g32oUAxv8,1,11,train,0
"dunking basketball",r97i7SkqB-8,3,13,train,0
"dunking basketball",R98Asvc0Ews,1,11,train,0
"dunking basketball",R9Iz8D775-c,2,12,train,0
"dunking basketball",rb0kAt2W7_g,15,25,train,0
"dunking basketball",RBJU-Hfuq2o,10,20,train,0
"dunking basketball",RcSEcbBq2Eg,2,12,train,0
"dunking basketball",RdgatNOSSYc,0,10,train,0
"dunking basketball",rdWXWB9eby8,68,78,train,0
"dunking basketball",rEuiAuwjxtc,25,35,train,0
"dunking basketball",RFfpOtL5Gy0,1,11,train,0
"dunking basketball",rgWmm3znhDs,3,13,train,0
"dunking basketball",rkx4Y_RlTik,2,12,train,0
"dunking basketball",rLbMd0hmBlM,3,13,train,0
"dunking basketball",RNn_oDqwibg,1,11,train,0
"dunking basketball",roh_-K3xGlg,11,21,train,0
"dunking basketball",RrpAECQinRc,55,65,train,0
"dunking basketball",rSXJpRPPeSU,2,12,train,0
"dunking basketball",RV365DgZTEQ,3,13,train,0
"dunking basketball",RVVik5ZEqH0,12,22,train,0
"dunking basketball",Rw9tvEhczVY,7,17,train,0
"dunking basketball",RXq-BAvLlIU,84,94,train,0
"dunking basketball",ry8FsCr6xZA,15,25,train,0
"dunking basketball",RYl8C2XeaOE,5,15,train,0
"dunking basketball",RzHjC4N2FoM,0,10,train,0
"dunking basketball",S-RdSzXD4Ro,2,12,train,0
"dunking basketball",S0mVUuE-5Tk,165,175,train,0
"dunking basketball",s3O3IbDrDto,2,12,train,0
"dunking basketball",s64HZWOVQgc,180,190,train,0
"dunking basketball",s9_yhv7B9zE,4,14,train,0
"dunking basketball",sargubLviF0,9,19,train,0
"dunking basketball",SDPukj6MrLg,19,29,train,0
"dunking basketball",sDqEnfjO4Tk,8,18,train,0
"dunking basketball",sEz8veqnYIk,25,35,train,0
"dunking basketball",SfuHztt8O7s,27,37,train,0
"dunking basketball",siXMPOuIAGo,2,12,train,0
"dunking basketball",SMT3iT6RQ28,4,14,train,0
"dunking basketball",SmtFzFh6P2Y,8,18,train,0
"dunking basketball",sN1AcI65Ha0,1,11,train,0
"dunking basketball",SPZvk-ntcQM,34,44,train,0
"dunking basketball",sQ9aJipQh-U,1,11,train,0
"dunking basketball",sTbQDG_dhYc,18,28,train,0
"dunking basketball",STon34qXQ-s,0,10,train,0
"dunking basketball",stPPrm6LmCs,1,11,train,0
"dunking basketball",SVbcXXjowyo,10,20,train,0
"dunking basketball",SveLCJe0RvM,105,115,train,0
"dunking basketball",sYYA4v172Zw,1,11,train,0
"dunking basketball",sZtKXckxvXY,4,14,train,0
"dunking basketball",SzXI9G1U91M,78,88,train,0
"dunking basketball",t-UXVixsog4,7,17,train,0
"dunking basketball",T0eX8VDgUnA,7,17,train,0
"dunking basketball",T9tHq2G7ZnE,10,20,train,0
"dunking basketball",T9uTEIvkcls,3,13,train,0
"dunking basketball",TC3ZlZpVi1Y,0,10,train,0
"dunking basketball",TfFsc6wdFHY,300,310,train,0
"dunking basketball",tFXD9HYeBDM,14,24,train,0
"dunking basketball",tjR7SK30t-8,2,12,train,0
"dunking basketball",TjvdspTAE84,3,13,train,0
"dunking basketball",TK6UbLeGSTI,4,14,train,0
"dunking basketball",TkPqW-rZEKI,58,68,train,0
